"v / cm^-1","I_Norm / AU"
"-368.34615","9.72287344244e-07"
"-367.84615","9.73833739519e-07"
"-367.34615","9.75384984066e-07"
"-366.84615","9.76941099621e-07"
"-366.34615","9.78502108043e-07"
"-365.84615","9.80068031318e-07"
"-365.34615","9.81638891559e-07"
"-364.84615","9.83214711004e-07"
"-364.34615","9.84795512021e-07"
"-363.84615","9.86381317107e-07"
"-363.34615","9.87972148887e-07"
"-362.84615","9.89568030118e-07"
"-362.34615","9.9116898369e-07"
"-361.84615","9.92775032624e-07"
"-361.34615","9.94386200075e-07"
"-360.84615","9.96002509332e-07"
"-360.34615","9.9762398382e-07"
"-359.84615","9.99250647101e-07"
"-359.34615","1.00088252287e-06"
"-358.84615","1.00251963498e-06"
"-358.34615","1.00416200738e-06"
"-357.84615","1.00580966421e-06"
"-357.34615","1.00746262973e-06"
"-356.84615","1.00912092832e-06"
"-356.34615","1.01078458454e-06"
"-355.84615","1.01245362307e-06"
"-355.34615","1.01412806875e-06"
"-354.84615","1.01580794656e-06"
"-354.34615","1.01749328162e-06"
"-353.84615","1.01918409922e-06"
"-353.34615","1.02088042477e-06"
"-352.84615","1.02258228386e-06"
"-352.34615","1.02428970222e-06"
"-351.84615","1.02600270571e-06"
"-351.34615","1.02772132039e-06"
"-350.84615","1.02944557244e-06"
"-350.34615","1.03117548821e-06"
"-349.84615","1.0329110942e-06"
"-349.34615","1.03465241708e-06"
"-348.84615","1.03639948366e-06"
"-348.34615","1.03815232093e-06"
"-347.84615","1.03991095604e-06"
"-347.34615","1.04167541629e-06"
"-346.84615","1.04344572916e-06"
"-346.34615","1.04522192229e-06"
"-345.84615","1.04700402347e-06"
"-345.34615","1.04879206069e-06"
"-344.84615","1.05058606208e-06"
"-344.34615","1.05238605596e-06"
"-343.84615","1.05419207081e-06"
"-343.34615","1.05600413529e-06"
"-342.84615","1.05782227824e-06"
"-342.34615","1.05964652865e-06"
"-341.84615","1.06147691572e-06"
"-341.34615","1.0633134688e-06"
"-340.84615","1.06515621745e-06"
"-340.34615","1.06700519137e-06"
"-339.84615","1.06886042048e-06"
"-339.34615","1.07072193487e-06"
"-338.84615","1.0725897648e-06"
"-338.34615","1.07446394074e-06"
"-337.84615","1.07634449334e-06"
"-337.34615","1.07823145342e-06"
"-336.84615","1.08012485203e-06"
"-336.34615","1.08202472038e-06"
"-335.84615","1.08393108987e-06"
"-335.34615","1.08584399212e-06"
"-334.84615","1.08776345894e-06"
"-334.34615","1.08968952231e-06"
"-333.84615","1.09162221445e-06"
"-333.34615","1.09356156776e-06"
"-332.84615","1.09550761483e-06"
